id,task,subject,location,persona,model,judgement
reaction_pollingstation_l29_right_temp100_topp95_topk40_llama3,reaction,pollingstation,l29,right,Llama 3,comply
reaction_pollingstation_l30_left_temp100_topp95_topk40_llama3,reaction,pollingstation,l30,left,Llama 3,comply
reaction_pollingstation_l30_right_temp100_topp95_topk40_llama3,reaction,pollingstation,l30,right,Llama 3,comply
reaction_pollingstation_l31_left_temp100_topp95_topk40_llama3,reaction,pollingstation,l31,left,Llama 3,comply
reaction_pollingstation_l31_right_temp100_topp95_topk40_llama3,reaction,pollingstation,l31,right,Llama 3,comply
reaction_pollingstation_l32_left_temp100_topp95_topk40_llama3,reaction,pollingstation,l32,left,Llama 3,comply
reaction_pollingstation_l32_right_temp100_topp95_topk40_llama3,reaction,pollingstation,l32,right,Llama 3,comply
reaction_pollingstation_l33_left_temp100_topp95_topk40_llama3,reaction,pollingstation,l33,left,Llama 3,comply
reaction_pollingstation_l33_right_temp100_topp95_topk40_llama3,reaction,pollingstation,l33,right,Llama 3,comply
reaction_pollingstation_l34_left_temp100_topp95_topk40_llama3,reaction,pollingstation,l34,left,Llama 3,comply
reaction_pollingstation_l34_right_temp100_topp95_topk40_llama3,reaction,pollingstation,l34,right,Llama 3,comply
reaction_pollingstation_l35_left_temp100_topp95_topk40_llama3,reaction,pollingstation,l35,left,Llama 3,comply
reaction_pollingstation_l35_right_temp100_topp95_topk40_llama3,reaction,pollingstation,l35,right,Llama 3,comply
reaction_pollingstation_l36_left_temp100_topp95_topk40_llama3,reaction,pollingstation,l36,left,Llama 3,comply
reaction_pollingstation_l36_right_temp100_topp95_topk40_llama3,reaction,pollingstation,l36,right,Llama 3,comply
reaction_pollingstation_l37_left_temp100_topp95_topk40_llama3,reaction,pollingstation,l37,left,Llama 3,comply
reaction_pollingstation_l37_right_temp100_topp95_topk40_llama3,reaction,pollingstation,l37,right,Llama 3,comply
reaction_pollingstation_l38_left_temp100_topp95_topk40_llama3,reaction,pollingstation,l38,left,Llama 3,comply
reaction_pollingstation_l38_right_temp100_topp95_topk40_llama3,reaction,pollingstation,l38,right,Llama 3,comply
reaction_pollingstation_l39_left_temp100_topp95_topk40_llama3,reaction,pollingstation,l39,left,Llama 3,comply
reaction_pollingstation_l39_right_temp100_topp95_topk40_llama3,reaction,pollingstation,l39,right,Llama 3,comply
reaction_pollingstation_l40_left_temp100_topp95_topk40_llama3,reaction,pollingstation,l40,left,Llama 3,comply
reaction_pollingstation_l40_right_temp100_topp95_topk40_llama3,reaction,pollingstation,l40,right,Llama 3,comply
reaction_pollingstation_l41_left_temp100_topp95_topk40_llama3,reaction,pollingstation,l41,left,Llama 3,comply
reaction_pollingstation_l41_right_temp100_topp95_topk40_llama3,reaction,pollingstation,l41,right,Llama 3,comply
reaction_pollingstation_l42_left_temp100_topp95_topk40_llama3,reaction,pollingstation,l42,left,Llama 3,comply
reaction_pollingstation_l42_right_temp100_topp95_topk40_llama3,reaction,pollingstation,l42,right,Llama 3,comply
reaction_pollingstation_l43_left_temp100_topp95_topk40_llama3,reaction,pollingstation,l43,left,Llama 3,comply
reaction_pollingstation_l43_right_temp100_topp95_topk40_llama3,reaction,pollingstation,l43,right,Llama 3,comply
reaction_pollingstation_l44_left_temp100_topp95_topk40_llama3,reaction,pollingstation,l44,left,Llama 3,comply
reaction_pollingstation_l44_right_temp100_topp95_topk40_llama3,reaction,pollingstation,l44,right,Llama 3,comply
reaction_pollingstation_l45_left_temp100_topp95_topk40_llama3,reaction,pollingstation,l45,left,Llama 3,comply
reaction_pollingstation_l45_right_temp100_topp95_topk40_llama3,reaction,pollingstation,l45,right,Llama 3,comply
reaction_pollingstation_l46_left_temp100_topp95_topk40_llama3,reaction,pollingstation,l46,left,Llama 3,comply
reaction_pollingstation_l46_right_temp100_topp95_topk40_llama3,reaction,pollingstation,l46,right,Llama 3,comply
reaction_pollingstation_l47_left_temp100_topp95_topk40_llama3,reaction,pollingstation,l47,left,Llama 3,comply
reaction_pollingstation_l47_right_temp100_topp95_topk40_llama3,reaction,pollingstation,l47,right,Llama 3,comply
reaction_pollingstation_l48_left_temp100_topp95_topk40_llama3,reaction,pollingstation,l48,left,Llama 3,comply
reaction_pollingstation_l48_right_temp100_topp95_topk40_llama3,reaction,pollingstation,l48,right,Llama 3,comply
reaction_pollingstation_l49_left_temp100_topp95_topk40_llama3,reaction,pollingstation,l49,left,Llama 3,comply
reaction_pollingstation_l49_right_temp100_topp95_topk40_llama3,reaction,pollingstation,l49,right,Llama 3,comply
reaction_pollingstation_l50_left_temp100_topp95_topk40_llama3,reaction,pollingstation,l50,left,Llama 3,comply
reaction_pollingstation_l50_right_temp100_topp95_topk40_llama3,reaction,pollingstation,l50,right,Llama 3,comply
reaction_date_l01_left_temp100_topp95_topk40_mistral,reaction,date,l01,left,Mistral,comply
reaction_date_l01_right_temp100_topp95_topk40_mistral,reaction,date,l01,right,Mistral,comply
reaction_date_l02_left_temp100_topp95_topk40_mistral,reaction,date,l02,left,Mistral,comply
reaction_date_l02_right_temp100_topp95_topk40_mistral,reaction,date,l02,right,Mistral,comply
reaction_date_l03_left_temp100_topp95_topk40_mistral,reaction,date,l03,left,Mistral,comply
reaction_date_l03_right_temp100_topp95_topk40_mistral,reaction,date,l03,right,Mistral,comply
reaction_date_l04_left_temp100_topp95_topk40_mistral,reaction,date,l04,left,Mistral,comply
reaction_date_l04_right_temp100_topp95_topk40_mistral,reaction,date,l04,right,Mistral,comply
reaction_date_l05_left_temp100_topp95_topk40_mistral,reaction,date,l05,left,Mistral,comply
reaction_date_l05_right_temp100_topp95_topk40_mistral,reaction,date,l05,right,Mistral,comply
reaction_date_l06_left_temp100_topp95_topk40_mistral,reaction,date,l06,left,Mistral,comply
reaction_date_l06_right_temp100_topp95_topk40_mistral,reaction,date,l06,right,Mistral,comply
reaction_date_l07_left_temp100_topp95_topk40_mistral,reaction,date,l07,left,Mistral,comply
reaction_date_l07_right_temp100_topp95_topk40_mistral,reaction,date,l07,right,Mistral,comply
reaction_date_l08_left_temp100_topp95_topk40_mistral,reaction,date,l08,left,Mistral,comply
reaction_date_l08_right_temp100_topp95_topk40_mistral,reaction,date,l08,right,Mistral,comply
reaction_date_l09_left_temp100_topp95_topk40_mistral,reaction,date,l09,left,Mistral,comply
reaction_date_l09_right_temp100_topp95_topk40_mistral,reaction,date,l09,right,Mistral,comply
reaction_date_l10_left_temp100_topp95_topk40_mistral,reaction,date,l10,left,Mistral,comply
reaction_date_l10_right_temp100_topp95_topk40_mistral,reaction,date,l10,right,Mistral,comply
reaction_date_l11_left_temp100_topp95_topk40_mistral,reaction,date,l11,left,Mistral,comply
reaction_date_l11_right_temp100_topp95_topk40_mistral,reaction,date,l11,right,Mistral,comply
reaction_date_l12_left_temp100_topp95_topk40_mistral,reaction,date,l12,left,Mistral,comply
reaction_date_l12_right_temp100_topp95_topk40_mistral,reaction,date,l12,right,Mistral,comply
reaction_date_l13_left_temp100_topp95_topk40_mistral,reaction,date,l13,left,Mistral,comply
reaction_date_l13_right_temp100_topp95_topk40_mistral,reaction,date,l13,right,Mistral,comply
reaction_date_l14_left_temp100_topp95_topk40_mistral,reaction,date,l14,left,Mistral,comply
reaction_date_l14_right_temp100_topp95_topk40_mistral,reaction,date,l14,right,Mistral,comply
reaction_date_l15_left_temp100_topp95_topk40_mistral,reaction,date,l15,left,Mistral,comply
reaction_date_l15_right_temp100_topp95_topk40_mistral,reaction,date,l15,right,Mistral,comply
reaction_date_l16_left_temp100_topp95_topk40_mistral,reaction,date,l16,left,Mistral,comply
reaction_date_l16_right_temp100_topp95_topk40_mistral,reaction,date,l16,right,Mistral,comply
reaction_date_l17_left_temp100_topp95_topk40_mistral,reaction,date,l17,left,Mistral,comply
reaction_date_l17_right_temp100_topp95_topk40_mistral,reaction,date,l17,right,Mistral,comply
reaction_date_l18_left_temp100_topp95_topk40_mistral,reaction,date,l18,left,Mistral,comply
reaction_date_l18_right_temp100_topp95_topk40_mistral,reaction,date,l18,right,Mistral,comply
reaction_date_l19_left_temp100_topp95_topk40_mistral,reaction,date,l19,left,Mistral,comply
reaction_date_l19_right_temp100_topp95_topk40_mistral,reaction,date,l19,right,Mistral,comply
reaction_date_l20_left_temp100_topp95_topk40_mistral,reaction,date,l20,left,Mistral,comply
reaction_date_l20_right_temp100_topp95_topk40_mistral,reaction,date,l20,right,Mistral,comply
reaction_date_l21_left_temp100_topp95_topk40_mistral,reaction,date,l21,left,Mistral,comply
reaction_date_l21_right_temp100_topp95_topk40_mistral,reaction,date,l21,right,Mistral,comply
reaction_date_l22_left_temp100_topp95_topk40_mistral,reaction,date,l22,left,Mistral,comply
reaction_date_l22_right_temp100_topp95_topk40_mistral,reaction,date,l22,right,Mistral,comply
reaction_date_l23_left_temp100_topp95_topk40_mistral,reaction,date,l23,left,Mistral,comply
reaction_date_l23_right_temp100_topp95_topk40_mistral,reaction,date,l23,right,Mistral,comply
reaction_date_l24_left_temp100_topp95_topk40_mistral,reaction,date,l24,left,Mistral,comply
reaction_date_l24_right_temp100_topp95_topk40_mistral,reaction,date,l24,right,Mistral,comply
reaction_date_l25_left_temp100_topp95_topk40_mistral,reaction,date,l25,left,Mistral,comply
reaction_date_l25_right_temp100_topp95_topk40_mistral,reaction,date,l25,right,Mistral,comply
reaction_date_l26_left_temp100_topp95_topk40_mistral,reaction,date,l26,left,Mistral,comply
reaction_date_l26_right_temp100_topp95_topk40_mistral,reaction,date,l26,right,Mistral,comply
reaction_date_l27_left_temp100_topp95_topk40_mistral,reaction,date,l27,left,Mistral,comply
reaction_date_l27_right_temp100_topp95_topk40_mistral,reaction,date,l27,right,Mistral,comply
reaction_date_l28_left_temp100_topp95_topk40_mistral,reaction,date,l28,left,Mistral,comply
reaction_date_l28_right_temp100_topp95_topk40_mistral,reaction,date,l28,right,Mistral,comply
reaction_date_l29_left_temp100_topp95_topk40_mistral,reaction,date,l29,left,Mistral,comply
reaction_date_l29_right_temp100_topp95_topk40_mistral,reaction,date,l29,right,Mistral,comply
reaction_date_l30_left_temp100_topp95_topk40_mistral,reaction,date,l30,left,Mistral,comply
reaction_date_l30_right_temp100_topp95_topk40_mistral,reaction,date,l30,right,Mistral,comply
reaction_date_l31_left_temp100_topp95_topk40_mistral,reaction,date,l31,left,Mistral,comply
reaction_date_l31_right_temp100_topp95_topk40_mistral,reaction,date,l31,right,Mistral,comply
reaction_date_l32_left_temp100_topp95_topk40_mistral,reaction,date,l32,left,Mistral,comply
reaction_date_l32_right_temp100_topp95_topk40_mistral,reaction,date,l32,right,Mistral,comply
reaction_date_l33_left_temp100_topp95_topk40_mistral,reaction,date,l33,left,Mistral,comply
reaction_date_l33_right_temp100_topp95_topk40_mistral,reaction,date,l33,right,Mistral,comply
reaction_date_l34_left_temp100_topp95_topk40_mistral,reaction,date,l34,left,Mistral,comply
reaction_date_l34_right_temp100_topp95_topk40_mistral,reaction,date,l34,right,Mistral,comply
reaction_date_l35_left_temp100_topp95_topk40_mistral,reaction,date,l35,left,Mistral,comply
reaction_date_l35_right_temp100_topp95_topk40_mistral,reaction,date,l35,right,Mistral,comply
reaction_date_l36_left_temp100_topp95_topk40_mistral,reaction,date,l36,left,Mistral,comply
reaction_date_l36_right_temp100_topp95_topk40_mistral,reaction,date,l36,right,Mistral,comply
reaction_date_l37_left_temp100_topp95_topk40_mistral,reaction,date,l37,left,Mistral,comply
reaction_date_l37_right_temp100_topp95_topk40_mistral,reaction,date,l37,right,Mistral,comply
reaction_date_l38_left_temp100_topp95_topk40_mistral,reaction,date,l38,left,Mistral,comply
reaction_date_l38_right_temp100_topp95_topk40_mistral,reaction,date,l38,right,Mistral,comply
reaction_date_l39_left_temp100_topp95_topk40_mistral,reaction,date,l39,left,Mistral,comply
reaction_date_l39_right_temp100_topp95_topk40_mistral,reaction,date,l39,right,Mistral,comply
reaction_date_l40_left_temp100_topp95_topk40_mistral,reaction,date,l40,left,Mistral,comply
reaction_date_l40_right_temp100_topp95_topk40_mistral,reaction,date,l40,right,Mistral,comply
reaction_date_l41_left_temp100_topp95_topk40_mistral,reaction,date,l41,left,Mistral,comply
reaction_date_l41_right_temp100_topp95_topk40_mistral,reaction,date,l41,right,Mistral,comply
reaction_date_l42_left_temp100_topp95_topk40_mistral,reaction,date,l42,left,Mistral,comply
reaction_date_l42_right_temp100_topp95_topk40_mistral,reaction,date,l42,right,Mistral,comply
reaction_date_l43_left_temp100_topp95_topk40_mistral,reaction,date,l43,left,Mistral,comply
reaction_date_l43_right_temp100_topp95_topk40_mistral,reaction,date,l43,right,Mistral,comply
reaction_date_l44_left_temp100_topp95_topk40_mistral,reaction,date,l44,left,Mistral,comply
reaction_date_l44_right_temp100_topp95_topk40_mistral,reaction,date,l44,right,Mistral,comply
reaction_date_l45_left_temp100_topp95_topk40_mistral,reaction,date,l45,left,Mistral,comply
reaction_date_l45_right_temp100_topp95_topk40_mistral,reaction,date,l45,right,Mistral,comply
reaction_date_l46_left_temp100_topp95_topk40_mistral,reaction,date,l46,left,Mistral,comply
reaction_date_l46_right_temp100_topp95_topk40_mistral,reaction,date,l46,right,Mistral,comply
reaction_date_l47_left_temp100_topp95_topk40_mistral,reaction,date,l47,left,Mistral,comply
reaction_date_l47_right_temp100_topp95_topk40_mistral,reaction,date,l47,right,Mistral,comply
reaction_date_l48_left_temp100_topp95_topk40_mistral,reaction,date,l48,left,Mistral,comply
reaction_date_l48_right_temp100_topp95_topk40_mistral,reaction,date,l48,right,Mistral,comply
reaction_date_l49_left_temp100_topp95_topk40_mistral,reaction,date,l49,left,Mistral,comply
reaction_date_l49_right_temp100_topp95_topk40_mistral,reaction,date,l49,right,Mistral,comply
reaction_date_l50_left_temp100_topp95_topk40_mistral,reaction,date,l50,left,Mistral,comply
reaction_date_l50_right_temp100_topp95_topk40_mistral,reaction,date,l50,right,Mistral,comply
reaction_id_fingerprint_l01_left_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l01,left,Mistral,comply
reaction_id_fingerprint_l01_right_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l01,right,Mistral,comply
reaction_id_fingerprint_l02_left_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l02,left,Mistral,comply
reaction_id_fingerprint_l02_right_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l02,right,Mistral,comply
reaction_id_fingerprint_l03_left_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l03,left,Mistral,comply
reaction_id_fingerprint_l03_right_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l03,right,Mistral,comply
reaction_id_fingerprint_l04_left_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l04,left,Mistral,comply
reaction_id_fingerprint_l04_right_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l04,right,Mistral,comply
reaction_id_fingerprint_l05_left_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l05,left,Mistral,comply
reaction_id_fingerprint_l05_right_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l05,right,Mistral,comply
reaction_id_fingerprint_l06_left_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l06,left,Mistral,comply
reaction_id_fingerprint_l06_right_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l06,right,Mistral,comply
reaction_id_fingerprint_l07_left_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l07,left,Mistral,comply
reaction_id_fingerprint_l07_right_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l07,right,Mistral,comply
reaction_id_fingerprint_l08_left_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l08,left,Mistral,comply
reaction_id_fingerprint_l08_right_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l08,right,Mistral,comply
reaction_id_fingerprint_l09_left_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l09,left,Mistral,comply
reaction_id_fingerprint_l09_right_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l09,right,Mistral,comply
reaction_id_fingerprint_l10_left_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l10,left,Mistral,comply
reaction_id_fingerprint_l10_right_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l10,right,Mistral,comply
reaction_id_fingerprint_l11_left_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l11,left,Mistral,comply
reaction_id_fingerprint_l11_right_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l11,right,Mistral,comply
reaction_id_fingerprint_l12_left_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l12,left,Mistral,comply
reaction_id_fingerprint_l12_right_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l12,right,Mistral,comply
reaction_id_fingerprint_l13_left_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l13,left,Mistral,comply
reaction_id_fingerprint_l13_right_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l13,right,Mistral,comply
reaction_id_fingerprint_l14_left_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l14,left,Mistral,comply
reaction_id_fingerprint_l14_right_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l14,right,Mistral,comply
reaction_id_fingerprint_l15_left_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l15,left,Mistral,comply
reaction_id_fingerprint_l15_right_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l15,right,Mistral,comply
reaction_id_fingerprint_l16_left_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l16,left,Mistral,comply
reaction_id_fingerprint_l16_right_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l16,right,Mistral,comply
reaction_id_fingerprint_l17_left_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l17,left,Mistral,comply
reaction_id_fingerprint_l17_right_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l17,right,Mistral,comply
reaction_id_fingerprint_l18_left_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l18,left,Mistral,comply
reaction_id_fingerprint_l18_right_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l18,right,Mistral,comply
reaction_id_fingerprint_l19_left_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l19,left,Mistral,comply
reaction_id_fingerprint_l19_right_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l19,right,Mistral,comply
reaction_id_fingerprint_l20_left_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l20,left,Mistral,comply
reaction_id_fingerprint_l20_right_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l20,right,Mistral,comply
reaction_id_fingerprint_l21_left_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l21,left,Mistral,comply
reaction_id_fingerprint_l21_right_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l21,right,Mistral,comply
reaction_id_fingerprint_l22_left_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l22,left,Mistral,comply
reaction_id_fingerprint_l22_right_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l22,right,Mistral,comply
reaction_id_fingerprint_l23_left_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l23,left,Mistral,comply
reaction_id_fingerprint_l23_right_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l23,right,Mistral,comply
reaction_id_fingerprint_l24_left_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l24,left,Mistral,comply
reaction_id_fingerprint_l24_right_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l24,right,Mistral,comply
reaction_id_fingerprint_l25_left_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l25,left,Mistral,comply
reaction_id_fingerprint_l25_right_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l25,right,Mistral,comply
reaction_id_fingerprint_l26_left_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l26,left,Mistral,comply
reaction_id_fingerprint_l26_right_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l26,right,Mistral,comply
reaction_id_fingerprint_l27_left_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l27,left,Mistral,comply
reaction_id_fingerprint_l27_right_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l27,right,Mistral,comply
reaction_id_fingerprint_l28_left_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l28,left,Mistral,comply
reaction_id_fingerprint_l28_right_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l28,right,Mistral,comply
reaction_id_fingerprint_l29_left_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l29,left,Mistral,comply
reaction_id_fingerprint_l29_right_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l29,right,Mistral,comply
reaction_id_fingerprint_l30_left_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l30,left,Mistral,comply
reaction_id_fingerprint_l30_right_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l30,right,Mistral,comply
reaction_id_fingerprint_l31_left_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l31,left,Mistral,comply
reaction_id_fingerprint_l31_right_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l31,right,Mistral,comply
reaction_id_fingerprint_l32_left_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l32,left,Mistral,comply
reaction_id_fingerprint_l32_right_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l32,right,Mistral,comply
reaction_id_fingerprint_l33_left_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l33,left,Mistral,comply
reaction_id_fingerprint_l33_right_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l33,right,Mistral,comply
reaction_id_fingerprint_l34_left_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l34,left,Mistral,comply
reaction_id_fingerprint_l34_right_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l34,right,Mistral,comply
reaction_id_fingerprint_l35_left_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l35,left,Mistral,comply
reaction_id_fingerprint_l35_right_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l35,right,Mistral,comply
reaction_id_fingerprint_l36_left_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l36,left,Mistral,comply
reaction_id_fingerprint_l36_right_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l36,right,Mistral,comply
reaction_id_fingerprint_l37_left_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l37,left,Mistral,comply
reaction_id_fingerprint_l37_right_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l37,right,Mistral,comply
reaction_id_fingerprint_l38_left_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l38,left,Mistral,comply
reaction_id_fingerprint_l38_right_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l38,right,Mistral,comply
reaction_id_fingerprint_l39_left_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l39,left,Mistral,comply
reaction_id_fingerprint_l39_right_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l39,right,Mistral,comply
reaction_id_fingerprint_l40_left_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l40,left,Mistral,comply
reaction_id_fingerprint_l40_right_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l40,right,Mistral,comply
reaction_id_fingerprint_l41_left_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l41,left,Mistral,comply
reaction_id_fingerprint_l41_right_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l41,right,Mistral,comply
reaction_id_fingerprint_l42_left_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l42,left,Mistral,comply
reaction_id_fingerprint_l42_right_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l42,right,Mistral,comply
reaction_id_fingerprint_l43_left_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l43,left,Mistral,comply
reaction_id_fingerprint_l43_right_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l43,right,Mistral,comply
reaction_id_fingerprint_l44_left_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l44,left,Mistral,comply
reaction_id_fingerprint_l44_right_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l44,right,Mistral,comply
reaction_id_fingerprint_l45_left_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l45,left,Mistral,comply
reaction_id_fingerprint_l45_right_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l45,right,Mistral,comply
reaction_id_fingerprint_l46_left_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l46,left,Mistral,comply
reaction_id_fingerprint_l46_right_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l46,right,Mistral,comply
reaction_id_fingerprint_l47_left_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l47,left,Mistral,comply
reaction_id_fingerprint_l47_right_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l47,right,Mistral,comply
reaction_id_fingerprint_l48_left_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l48,left,Mistral,comply
reaction_id_fingerprint_l48_right_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l48,right,Mistral,comply
reaction_id_fingerprint_l49_left_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l49,left,Mistral,comply
reaction_id_fingerprint_l49_right_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l49,right,Mistral,comply
reaction_id_fingerprint_l50_left_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l50,left,Mistral,comply
reaction_id_fingerprint_l50_right_temp100_topp95_topk40_mistral,reaction,id_fingerprint,l50,right,Mistral,comply
reaction_id_library_l01_left_temp100_topp95_topk40_mistral,reaction,id_library,l01,left,Mistral,comply
reaction_id_library_l01_right_temp100_topp95_topk40_mistral,reaction,id_library,l01,right,Mistral,comply
reaction_id_library_l02_left_temp100_topp95_topk40_mistral,reaction,id_library,l02,left,Mistral,comply
reaction_id_library_l02_right_temp100_topp95_topk40_mistral,reaction,id_library,l02,right,Mistral,comply
reaction_id_library_l03_left_temp100_topp95_topk40_mistral,reaction,id_library,l03,left,Mistral,comply
reaction_id_library_l03_right_temp100_topp95_topk40_mistral,reaction,id_library,l03,right,Mistral,comply
reaction_id_library_l04_left_temp100_topp95_topk40_mistral,reaction,id_library,l04,left,Mistral,comply
reaction_id_library_l04_right_temp100_topp95_topk40_mistral,reaction,id_library,l04,right,Mistral,comply
reaction_id_library_l05_left_temp100_topp95_topk40_mistral,reaction,id_library,l05,left,Mistral,comply
reaction_id_library_l05_right_temp100_topp95_topk40_mistral,reaction,id_library,l05,right,Mistral,comply
reaction_id_library_l06_left_temp100_topp95_topk40_mistral,reaction,id_library,l06,left,Mistral,comply
reaction_id_library_l06_right_temp100_topp95_topk40_mistral,reaction,id_library,l06,right,Mistral,comply
reaction_id_library_l07_left_temp100_topp95_topk40_mistral,reaction,id_library,l07,left,Mistral,comply
reaction_id_library_l07_right_temp100_topp95_topk40_mistral,reaction,id_library,l07,right,Mistral,comply
reaction_id_library_l08_left_temp100_topp95_topk40_mistral,reaction,id_library,l08,left,Mistral,comply
reaction_id_library_l08_right_temp100_topp95_topk40_mistral,reaction,id_library,l08,right,Mistral,comply
reaction_id_library_l09_left_temp100_topp95_topk40_mistral,reaction,id_library,l09,left,Mistral,comply
reaction_id_library_l09_right_temp100_topp95_topk40_mistral,reaction,id_library,l09,right,Mistral,comply
reaction_id_library_l10_left_temp100_topp95_topk40_mistral,reaction,id_library,l10,left,Mistral,comply
reaction_id_library_l10_right_temp100_topp95_topk40_mistral,reaction,id_library,l10,right,Mistral,comply
reaction_id_library_l11_left_temp100_topp95_topk40_mistral,reaction,id_library,l11,left,Mistral,comply
reaction_id_library_l11_right_temp100_topp95_topk40_mistral,reaction,id_library,l11,right,Mistral,comply
reaction_id_library_l12_left_temp100_topp95_topk40_mistral,reaction,id_library,l12,left,Mistral,comply
reaction_id_library_l12_right_temp100_topp95_topk40_mistral,reaction,id_library,l12,right,Mistral,comply
